Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
A20374,NORTH AMERICAN,Aboriginal,MALE,30,In Custody,,FEDERAL,DETERMINATE,1462,MEDIUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,NATIVE SPIRITUA
A20375,BLACK,Non Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,883,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,TRAF/IMP. DRUGS,CHRI NON SPEC
A20376,WHITE,Non Aboriginal,MALE,23,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,NONE
A20377,WHITE,Non Aboriginal,MALE,44,In Custody,,FEDERAL,DETERMINATE,2739,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,IMPAIR. DRIVING,PROT NON-SPEC
A20378,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1798,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
A20379,WHITE,Non Aboriginal,MALE,52,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A20380,BLACK,Non Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,2314,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,OTHER
A20381,NORTH AMERICAN,Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,3680,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NATIVE SPIRITUA
A20382,BLACK,Non Aboriginal,MALE,31,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,HIGH,ATTEMPT. MURDER,RASTAFARIAN
A20383,WHITE,Non Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,746,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,BREAK AND ENTER,ATHEIST
A20384,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,ANGLICAN(EPIS.
A20385,WHITE,Non Aboriginal,MALE,27,In Custody,SR,FEDERAL,DETERMINATE,1096,MEDIUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,CHRI NON SPEC
A20386,WHITE,Non Aboriginal,MALE,66,In Custody,,FEDERAL,DETERMINATE,1088,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,SEXUAL ABUSE,CATHOLIC - ROMA
A20387,OTHER,Non Aboriginal,MALE,48,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,MUSLIM
A20388,NORTH AMERICAN,Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NATIVE SPIRITUA
A20389,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,2161,MINIMUM,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,HIGH,HIGH,ROBBERY,LUTHERAN
A20390,WHITE,Non Aboriginal,MALE,32,In Custody,LTSO,FEDERAL,DETERMINATE,61,MAXIMUM,ALBERTA,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATH NON-SPEC
A20391,NORTH AMERICAN,Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,881,MAXIMUM,ALBERTA,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,LOW,LOW,WEAPON & EXPLOS,NATIVE SPIRITUA
A20392,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,1826,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,ARSON,CATH NON-SPEC
A20393,NORTH AMERICAN,Aboriginal,MALE,24,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ALBERTA,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CHRISTIAN REFOR
A20394,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1400,MEDIUM,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,ROBBERY,NONE
A20395,WHITE,Non Aboriginal,MALE,61,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A20396,WHITE,Non Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,1156,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,KIDNAPPING,CATH NON-SPEC
A20397,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,3468,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,,,,,,,ATHEIST
A20398,WHITE,Non Aboriginal,MALE,57,In Custody,SR,FEDERAL,DETERMINATE,915,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATH NON-SPEC
A20399,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,4017,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,ROBBERY,LUTHERAN
A20400,BLACK,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,2922,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,MUSLIM
A20401,WHITE,Non Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,1096,MINIMUM,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A20402,WHITE,Non Aboriginal,MALE,53,In Custody,,FEDERAL,DETERMINATE,1947,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,CATH NON-SPEC
A20403,S. E. ASIAN,Non Aboriginal,MALE,70,In Custody,,FEDERAL,DETERMINATE,2671,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,,,,,,OTHER CRIM.CODE,HINDU
A20404,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATH NON-SPEC
A20405,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,731,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,CATH NON-SPEC
A20406,WHITE,Non Aboriginal,MALE,61,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A20407,WHITE,Non Aboriginal,MALE,35,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,LOW,LOW,HOMIC & RELATED,MUSLIM
A20408,NORTH AMERICAN,Aboriginal,MALE,38,In Custody,,FEDERAL,DETERMINATE,1551,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,BAPTIST
A20409,WHITE,Non Aboriginal,MALE,41,In Custody,SR,FEDERAL,DETERMINATE,3470,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATH NON-SPEC
A20410,WHITE,Non Aboriginal,MALE,53,In Custody,,FEDERAL,DETERMINATE,1096,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,MORALS-SEXUAL,CATHOLIC - ROMA
A20411,BLACK,Non Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,2741,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,MUSLIM
A20412,,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,,HIGH,LOW,MEDIUM,MEDIUM,,
A20413,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,ANGLICAN(EPIS.
A20414,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,ALBERTA,FEDERAL INSTITU,,,,,,SEXUAL ASSAULT,UNITED CHURCH
A20415,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1096,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,NOT STATED
A20416,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,1826,MINIMUM,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A20417,NORTH AMERICAN,Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,1522,MAXIMUM,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,NONE
A20418,WHITE,Non Aboriginal,FEMALE,20,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,COMMON ASSAULT,NOT STATED
A20419,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,2557,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A20420,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,DETERMINATE,1826,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,,HIGH,MEDIUM,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A20421,NORTH AMERICAN,Aboriginal,MALE,31,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,NATIVE SPIRITUA
A20422,S. E. ASIAN,Non Aboriginal,MALE,60,In Custody,,FEDERAL,DETERMINATE,4110,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,NONE
A20423,BLACK,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,3288,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,NONE
A20424,WHITE,Non Aboriginal,MALE,39,In Custody,,FEDERAL,DETERMINATE,1216,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
A20425,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,LOW,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A20426,WHITE,Non Aboriginal,MALE,32,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,OTHER
A20427,WHITE,Non Aboriginal,MALE,44,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
A20428,BLACK,Non Aboriginal,MALE,41,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,SEVENTH DAY ADV
A20429,WHITE,Non Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,987,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,NONE
A20430,FILIPINO,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,1279,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,ARSON,CHRI NON SPEC
A20431,BLACK,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,2009,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,CHRI NON SPEC
A20432,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,LOW,SEXUAL ASSAULT,PROT NON-SPEC
A20433,WHITE,Non Aboriginal,MALE,53,In Custody,SR,FEDERAL,DETERMINATE,1035,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,NONE
A20434,NORTH AMERICAN,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,911,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,MORALS-SEXUAL,NATIVE SPIRITUA
A20435,WHITE,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,731,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,NONE
A20436,WHITE,Non Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,731,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,ROBBERY,CATHOLIC - ROMA
A20437,BLACK,Non Aboriginal,FEMALE,29,In Custody,,FEDERAL,DETERMINATE,1826,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CHRI NON SPEC
A20438,WHITE,Non Aboriginal,MALE,57,In Custody,,FEDERAL,DETERMINATE,1157,MINIMUM,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,HIGH,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
A20439,NORTH AMERICAN,Aboriginal,MALE,36,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,MEDIUM,HIGH,HOMIC & RELATED,NATIVE SPIRITUA
A20440,WHITE,Non Aboriginal,MALE,67,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A20441,WHITE,Non Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1388,MINIMUM,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,HIGH,MEDIUM,HIGH,HIGH,WEAPON & EXPLOS,NOT STATED
A20442,WHITE,Non Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,2194,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,
A20443,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,DETERMINATE,1645,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ATTEMPT. MURDER,CATH NON-SPEC
A20444,WHITE,Non Aboriginal,MALE,70,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATH NON-SPEC
A20445,METIS,Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,2776,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,TRAF/IMP. DRUGS,CATH NON-SPEC
A20446,WHITE,Non Aboriginal,MALE,30,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,HOMIC & RELATED,SUFIISM
A20447,INUIT,Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,900,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,SEXUAL ASSAULT,CATH NON-SPEC
A20448,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,1004,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,BREAK AND ENTER,MUSLIM
A20449,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,2373,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,OTHER CRIM.CODE,CATH NON-SPEC
A20450,WHITE,Non Aboriginal,MALE,39,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
A20451,METIS,Aboriginal,MALE,62,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A20452,WHITE,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,1157,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
A20453,WHITE,Non Aboriginal,MALE,50,In Custody,SR,FEDERAL,DETERMINATE,731,MEDIUM,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
A20454,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,5479,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,MEDIUM,ATTEMPT. MURDER,CATH NON-SPEC
A20455,WHITE,Non Aboriginal,MALE,48,In Custody,,FEDERAL,DETERMINATE,2375,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
A20456,WHITE,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,1217,MINIMUM,ALBERTA,FEDERAL INSTITU,MINIMUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,CATH NON-SPEC
A20457,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,6148,MAXIMUM,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,MEDIUM,MEDIUM,ATTEMPT. MURDER,
A20458,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,1826,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,LOW,MEDIUM,HIGH,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
A20459,NORTH AMERICAN,Aboriginal,MALE,32,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CHRISTIAN REFOR
A20460,WHITE,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,736,MAXIMUM,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,LOW,LOW,MAJOR ASSAULT,NOT STATED
A20461,BLACK,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,5753,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,MUSLIM
A20462,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,DETERMINATE,914,MINIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,NOT STATED
A20463,WHITE,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,2755,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,MUSLIM
A20464,BLACK,Non Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,2769,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,TRAF/IMP. DRUGS,NONE
A20465,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,1826,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATHOLIC - ROMA
A20466,BLACK,Non Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,1580,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,PROT NON-SPEC
A20467,WHITE,Non Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,188,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,
A20468,NORTH AMERICAN,Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MORALS-SEXUAL,CATHOLIC - ROMA
A20469,NORTH AMERICAN,Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,2070,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
A20470,WHITE,Non Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,3744,MEDIUM,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,NONE
A20471,NORTH AMERICAN,Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,3043,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATHOLIC - ROMA
A20472,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,1065,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,PAGAN
A20473,WHITE,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1095,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,,,,,,BREAK AND ENTER,PROT NON-SPEC
A20474,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,,,,,,SEXUAL ABUSE,NOT STATED
A20475,BLACK,Non Aboriginal,MALE,38,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CHRISTIAN REFOR
A20476,WHITE,Non Aboriginal,FEMALE,46,In Custody,,FEDERAL,DETERMINATE,1765,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ASSAULT,PROT NON-SPEC
A20477,NORTH AMERICAN,Aboriginal,MALE,21,In Custody,,FEDERAL,DETERMINATE,1096,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,
A20478,NORTH AMERICAN,Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,4383,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,HOMIC & RELATED,CATH NON-SPEC
A20479,NORTH AMERICAN,Aboriginal,MALE,42,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CATHOLIC - ROMA
A20480,OTHER,Non Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,776,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,FRAUD,DRUIDRY PAGAN
A20481,WHITE,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,1005,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,SEXUAL ASSAULT,NONE
A20482,SOUTH ASIAN,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,1461,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,LOW,SEXUAL ASSAULT,SIKH
A20483,S. E. ASIAN,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,2389,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,SEXUAL ASSAULT,CHRI NON SPEC
A20484,NORTH AMERICAN,Aboriginal,MALE,32,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATHOLIC - ROMA
