Number,Race,Race Grouping,Gender,Age,In Custody/Community,Supervision Type,Jurisdiction,Sentence Type,Aggregate Sentence Length,Institutional Security Level,Province,Location Type,Offender Security Level,Dynamic/Need,Static/Risk,Reintegration Potential,Motivation,Major Offence Group,Religion
B16173,NORTH AMERICAN,Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,POS.STOLEN PROP,NONE
B16174,WHITE,Non Aboriginal,MALE,44,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CHRISTIAN & MIS
B16175,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,2922,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,SIKH
B16176,METIS,Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1642,MINIMUM,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,MEDIUM,MEDIUM,MAJOR ASSAULT,NONE
B16177,NORTH AMERICAN,Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1423,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,LOW,MEDIUM,HOMIC & RELATED,NONE
B16178,METIS,Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,4301,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,NONE
B16179,WHITE,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1887,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ROBBERY,NOT STATED
B16180,METIS,Aboriginal,MALE,26,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,NOT STATED
B16181,NORTH AMERICAN,Aboriginal,MALE,30,In Custody,SR,FEDERAL,DETERMINATE,943,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,PROT NON-SPEC
B16182,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,8766,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,MEDIUM,HIGH,LOW,LOW,ROBBERY,PROT NON-SPEC
B16183,WHITE,Non Aboriginal,MALE,63,In Custody,,FEDERAL,DETERMINATE,915,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,,MEDIUM,LOW,,,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B16184,WHITE,Non Aboriginal,FEMALE,30,In Custody,,FEDERAL,DETERMINATE,765,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,LOW,MEDIUM,HIGH,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B16185,WHITE,Non Aboriginal,MALE,41,In Custody,,FEDERAL,DETERMINATE,2777,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,MAJOR ASSAULT,CHRI NON SPEC
B16186,NORTH AMERICAN,Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,1095,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,NONE
B16187,WHITE,Non Aboriginal,MALE,50,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B16188,WHITE,Non Aboriginal,MALE,68,In Custody,,FEDERAL,DETERMINATE,758,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B16189,LATIN AMERICAN,Non Aboriginal,MALE,67,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
B16190,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,8473,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATH NON-SPEC
B16191,WHITE,Non Aboriginal,MALE,73,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATH NON-SPEC
B16192,ARAB,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,1188,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,MUSLIM
B16193,NORTH AMERICAN,Aboriginal,MALE,49,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,NAT SPIRIT PROT
B16194,,Non Aboriginal,MALE,65,In Custody,,FEDERAL,DETERMINATE,1581,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,MORALS-SEXUAL,
B16195,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,2906,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B16196,WHITE,Non Aboriginal,MALE,69,In Custody,,FEDERAL,DETERMINATE,1826,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,MEDIUM,LOW,SEXUAL ASSAULT,CATH NON-SPEC
B16197,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,1096,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B16198,WHITE,Non Aboriginal,MALE,63,In Custody,,FEDERAL,DETERMINATE,1096,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,FRAUD,CATH NON-SPEC
B16199,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,2558,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATH NON-SPEC
B16200,WHITE,Non Aboriginal,MALE,64,In Custody,,FEDERAL,DETERMINATE,9532,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CATH NON-SPEC
B16201,WHITE,Non Aboriginal,MALE,33,In Custody,DP,FEDERAL,DETERMINATE,1034,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,KIDNAPPING,CATH NON-SPEC
B16202,WHITE,Non Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,942,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,CRIM CODE TRAFF,CATH NON-SPEC
B16203,WHITE,Non Aboriginal,MALE,64,In Custody,,FEDERAL,DETERMINATE,2648,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,OTHER CRIM.CODE,CATH NON-SPEC
B16204,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,DETERMINATE,3226,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,CATH NON-SPEC
B16205,WHITE,Non Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,OTHER CRIM.CODE,CATH NON-SPEC
B16206,WHITE,Non Aboriginal,MALE,53,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,PROT NON-SPEC
B16207,INUIT,Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,849,MULTI-LEVEL,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,MAJOR ASSAULT,
B16208,WHITE,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,5616,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATHOLIC - ROMA
B16209,BLACK,Non Aboriginal,MALE,25,In Custody,,FEDERAL,DETERMINATE,1262,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CHRI NON SPEC
B16210,WHITE,Non Aboriginal,MALE,47,In Custody,,FEDERAL,DETERMINATE,993,MULTI-LEVEL,NEW BRUNSWICK,FEDERAL INSTITU,MINIMUM,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,CATHOLIC - ROMA
B16211,WHITE,Non Aboriginal,MALE,38,In Custody,,FEDERAL,DETERMINATE,1095,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B16212,WHITE,Non Aboriginal,FEMALE,42,In Custody,,FEDERAL,DETERMINATE,1095,MULTI-LEVEL,NOVA SCOTIA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,OTHER CRIM.CODE,PROT NON-SPEC
B16213,LATIN AMERICAN,Non Aboriginal,FEMALE,24,In Custody,,FEDERAL,DETERMINATE,2556,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,HIGH,HOMIC & RELATED,CHRI NON SPEC
B16214,NORTH AMERICAN,Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,3287,MAXIMUM,ONTARIO,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,NATIVE SPIRITUA
B16215,WHITE,Non Aboriginal,MALE,67,In Custody,,FEDERAL,DETERMINATE,6755,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,PROT NON-SPEC
B16216,BLACK,Non Aboriginal,MALE,56,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,HOMIC & RELATED,ANGLICAN(EPIS.
B16217,BLACK,Non Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,1311,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,MUSLIM
B16218,METIS,Aboriginal,MALE,64,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,CATHOLIC - ROMA
B16219,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,IMPAIR. DRIVING,ANGLICAN(EPIS.
B16220,WHITE,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,3653,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,PHILAD.CHUR.GOD
B16221,ASIATIC,Non Aboriginal,MALE,63,In Custody,FP,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,HIGH,LOW,MEDIUM,MEDIUM,HOMIC & RELATED,BUDDHIST
B16222,WHITE,Non Aboriginal,MALE,48,In Custody,SR,FEDERAL,DETERMINATE,3287,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,MAJOR ASSAULT,CATHOLIC - ROMA
B16223,NORTH AMERICAN,Aboriginal,MALE,38,In Custody,,FEDERAL,DETERMINATE,735,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,BREAK AND ENTER,CHRI NON SPEC
B16224,WHITE,Non Aboriginal,MALE,29,In Custody,,FEDERAL,DETERMINATE,2282,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,NATIVE SPIRITUA
B16225,WHITE,Non Aboriginal,MALE,51,In Custody,,FEDERAL,DETERMINATE,1096,MEDIUM,ONTARIO,FEDERAL INSTITU,,,,,,FRAUD,PROT NON-SPEC
B16226,WHITE,Non Aboriginal,MALE,57,In Custody,SR,FEDERAL,DETERMINATE,729,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,CATHOLIC - ROMA
B16227,METIS,Aboriginal,MALE,46,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ATTEMPT. MURDER,CATHOLIC - ROMA
B16228,WHITE,Non Aboriginal,MALE,53,In Custody,,FEDERAL,DETERMINATE,830,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,LOW,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B16229,METIS,Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,912,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,BREAK AND ENTER,NONE
B16230,ARAB/WEST ASIAN,Non Aboriginal,MALE,27,In Custody,,FEDERAL,DETERMINATE,2192,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,SEXUAL ASSAULT,MUSLIM
B16231,INUIT,Aboriginal,MALE,37,In Custody,,FEDERAL,DETERMINATE,1325,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,SEXUAL ASSAULT,CATH NON-SPEC
B16232,WHITE,Non Aboriginal,MALE,44,In Custody,,FEDERAL,DETERMINATE,2479,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,LOW,MEDIUM,HIGH,MEDIUM,HOMIC & RELATED,ANGLICAN(EPIS.
B16233,NORTH AMERICAN,Aboriginal,MALE,57,In Custody,,FEDERAL,INDETERMINATE,0,MINIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,BREAK AND ENTER,CATH NON-SPEC
B16234,BLACK,Non Aboriginal,MALE,36,In Custody,,FEDERAL,DETERMINATE,1461,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,OTHER CRIM.CODE,CHRI NON SPEC
B16235,BLACK,Non Aboriginal,MALE,39,In Custody,,FEDERAL,DETERMINATE,3075,MAXIMUM,BRITISH COLUMBI,FEDERAL INSTITU,MAXIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,ATTEMPT. MURDER,RASTAFARIAN
B16236,WHITE,Non Aboriginal,MALE,63,In Custody,,FEDERAL,DETERMINATE,4018,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ABUSE,NONE
B16237,WHITE,Non Aboriginal,MALE,46,In Custody,,FEDERAL,DETERMINATE,3287,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,ROBBERY,CATHOLIC - ROMA
B16238,LATIN AMERICAN,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,,,,,,SEXUAL ASSAULT,CHRI NON SPEC
B16239,EURO.-EASTERN,Non Aboriginal,MALE,64,In Custody,,FEDERAL,DETERMINATE,1293,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,SEXUAL ASSAULT,
B16240,WHITE,Non Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,1819,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,ROBBERY,OTHER
B16241,WHITE,Non Aboriginal,MALE,60,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATHOLIC - ROMA
B16242,EAST INDIAN,Non Aboriginal,MALE,36,In Custody,SR,FEDERAL,DETERMINATE,5844,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,HIGH,HOMIC & RELATED,MUSLIM
B16243,LATIN AMERICAN,Non Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,1461,MEDIUM,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,LOW,LOW,HIGH,HIGH,TRAF/IMP. DRUGS,NONE
B16244,WHITE,Non Aboriginal,MALE,69,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,BRITISH COLUMBI,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HOMIC & RELATED,PROT NON-SPEC
B16245,WHITE,Non Aboriginal,MALE,34,In Custody,,FEDERAL,DETERMINATE,3136,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,OTHER CRIM.CODE,NONE
B16246,LATIN AMERICAN,Non Aboriginal,MALE,49,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,SEXUAL ASSAULT,CATHOLIC - ROMA
B16247,NORTH AMERICAN,Aboriginal,MALE,22,In Custody,,FEDERAL,DETERMINATE,3197,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MAXIMUM,HIGH,MEDIUM,LOW,LOW,MAJOR ASSAULT,NATIVE SPIRITUA
B16248,METIS,Aboriginal,MALE,23,In Custody,,FEDERAL,DETERMINATE,1552,MULTI-LEVEL,ALBERTA,FEDERAL INSTITU,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,WEAPON & EXPLOS,NONE
B16249,NORTH AMERICAN,Aboriginal,MALE,24,In Custody,,FEDERAL,DETERMINATE,2191,MULTI-LEVEL,SASKATCHEWAN,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,MAJOR ASSAULT,NOT STATED
B16250,METIS,Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,1067,MEDIUM,ALBERTA,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,MAJOR ASSAULT,NONE
B16251,BLACK,Non Aboriginal,MALE,41,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,MUSLIM
B16252,NORTH AMERICAN,Aboriginal,MALE,49,In Custody,,FEDERAL,INDETERMINATE,0,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,HOMIC & RELATED,NATIVE SPIRITUA
B16253,WHITE,Non Aboriginal,MALE,59,In Custody,,FEDERAL,DETERMINATE,2557,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,HIGH,HIGH,SEXUAL ASSAULT,CATH NON-SPEC
B16254,WHITE,Non Aboriginal,MALE,33,In Custody,,FEDERAL,DETERMINATE,1826,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,LOW,LOW,MAJOR ASSAULT,CATH NON-SPEC
B16255,WHITE,Non Aboriginal,FEMALE,28,In Custody,,FEDERAL,DETERMINATE,1566,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,ROBBERY,BUDDHIST
B16256,NORTH AMERICAN,Aboriginal,MALE,19,In Custody,,FEDERAL,DETERMINATE,792,MULTI-LEVEL,MANITOBA,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,ROBBERY,NATIVE SPIRITUA
B16257,WHITE,Non Aboriginal,MALE,38,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CATHOLIC - ROMA
B16258,LATIN AMERICAN,Non Aboriginal,MALE,30,In Custody,,FEDERAL,DETERMINATE,730,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B16259,WHITE,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,882,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,TRAF/IMP. DRUGS,CATH NON-SPEC
B16260,WHITE,Non Aboriginal,FEMALE,51,In Custody,,FEDERAL,DETERMINATE,1461,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,FRAUD,CATH NON-SPEC
B16261,WHITE,Non Aboriginal,MALE,74,In Custody,,FEDERAL,DETERMINATE,1230,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,HOMIC & RELATED,CATH NON-SPEC
B16262,BLACK,Non Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,3653,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,HIGH,MEDIUM,MAJOR ASSAULT,MUSLIM
B16263,WHITE,Non Aboriginal,MALE,42,In Custody,,FEDERAL,DETERMINATE,1461,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,HIGH,MEDIUM,TRAF/IMP. DRUGS,CATHOLIC - ROMA
B16264,WHITE,Non Aboriginal,MALE,61,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,CATH NON-SPEC
B16265,METIS,Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,1461,MAXIMUM,QUEBEC,FEDERAL INSTITU,MAXIMUM,HIGH,HIGH,LOW,LOW,ROBBERY,CATH NON-SPEC
B16266,WHITE,Non Aboriginal,MALE,28,In Custody,,FEDERAL,DETERMINATE,1075,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,,,,,,,CATH NON-SPEC
B16267,WHITE,Non Aboriginal,MALE,43,In Custody,,FEDERAL,DETERMINATE,760,MEDIUM,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,MEDIUM,OTHER CRIM.CODE,CATH NON-SPEC
B16268,METIS,Aboriginal,MALE,35,In Custody,,FEDERAL,DETERMINATE,1035,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,ROBBERY,CATHOLIC - ROMA
B16269,WHITE,Non Aboriginal,MALE,46,In Custody,,FEDERAL,DETERMINATE,9088,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,HIGH,ROBBERY,CHRISTIAN & MIS
B16270,WHITE,Non Aboriginal,MALE,56,In Custody,,FEDERAL,DETERMINATE,914,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MINIMUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,SEXUAL ABUSE,CATH NON-SPEC
B16271,METIS,Aboriginal,MALE,40,In Custody,,FEDERAL,DETERMINATE,730,MULTI-LEVEL,QUEBEC,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,MEDIUM,IMPAIR. DRIVING,CATH NON-SPEC
B16272,WHITE,Non Aboriginal,MALE,32,In Custody,,FEDERAL,DETERMINATE,1027,MEDIUM,NOVA SCOTIA,FEDERAL INSTITU,,HIGH,MEDIUM,MEDIUM,MEDIUM,BREAK AND ENTER,BUDDHIST
B16273,WHITE,Non Aboriginal,MALE,36,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,NEW BRUNSWICK,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,HIGH,HOMIC & RELATED,NONE
B16274,WHITE,Non Aboriginal,FEMALE,32,In Custody,,FEDERAL,DETERMINATE,731,MULTI-LEVEL,NOVA SCOTIA,FEDERAL INSTITU,,,,,,THEFT,CATHOLIC - ROMA
B16275,WHITE,Non Aboriginal,MALE,58,In Custody,,FEDERAL,INDETERMINATE,0,MAXIMUM,NEW BRUNSWICK,FEDERAL INSTITU,MAXIMUM,HIGH,LOW,HIGH,MEDIUM,HOMIC & RELATED,
B16276,WHITE,Non Aboriginal,MALE,45,In Custody,,FEDERAL,INDETERMINATE,0,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MINIMUM,MEDIUM,HIGH,MEDIUM,HIGH,HOMIC & RELATED,WICCA
B16277,WHITE,Non Aboriginal,MALE,59,In Custody,,FEDERAL,DETERMINATE,8098,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,MEDIUM,HIGH,ROBBERY,BUDDHIST
B16278,WHITE,Non Aboriginal,MALE,50,In Custody,,FEDERAL,DETERMINATE,734,MEDIUM,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,HIGH,LOW,LOW,SEXUAL ASSAULT,CATHOLIC - ROMA
B16279,ARAB/WEST ASIAN,Non Aboriginal,MALE,31,In Custody,,FEDERAL,DETERMINATE,1248,MULTI-LEVEL,ONTARIO,FEDERAL INSTITU,MEDIUM,HIGH,MEDIUM,MEDIUM,MEDIUM,WEAPON & EXPLOS,MUSLIM
