Number,Race,Race Grouping,Gender,Age,Incarcerated/Supervised,Supervision Type,Sentence Type,Aggregate Sentence Length,Province,Marital Status,Religion
17380,METIS,Indigenous,MALE,27,Incarcerated,,DETERMINATE,943,BRITISH COLUMBIA,COMMON LAW,NATIVE SPIRITUA
17381,MULTIRAC/ETHNIC,Non Indigenous,MALE,20,Incarcerated,,DETERMINATE,1004,ONTARIO,SINGLE,NONE
17382,NORTH AMERICAN,Indigenous,MALE,54,Supervised,FP,DETERMINATE,11532,BRITISH COLUMBIA,DIVORCED,CATH NON-SPEC
17383,BLACK,Non Indigenous,MALE,28,Incarcerated,,DETERMINATE,2328,NEW BRUNSWICK,SINGLE,RASTAFARIAN
17384,METIS,Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,MUSLIM
17385,WHITE,Non Indigenous,MALE,49,Supervised,DP,DETERMINATE,823,ONTARIO,SINGLE,CATHOLIC - ROMA
17386,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,836,SASKATCHEWAN,SINGLE,OTHER
17387,BLACK,Non Indigenous,MALE,31,Incarcerated,,INDETERMINATE,0,ONTARIO,COMMON LAW,RASTAFARIAN
17388,WHITE,Non Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,MUSLIM
17389,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,913,ALBERTA,SEPARATED,NOT STATED
17390,WHITE,Non Indigenous,MALE,45,Supervised,FP,DETERMINATE,1281,QUEBEC,SINGLE,CATHOLIC - ROMA
17391,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,1795,SASKATCHEWAN,COMMON LAW,NATIVE SPIRITUA
17392,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
17393,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1140,ONTARIO,COMMON LAW,CHRI NON SPEC
17394,WHITE,Non Indigenous,FEMALE,58,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
17395,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,6756,ONTARIO,MARRIED,CATHOLIC - ROMA
17396,WHITE,Non Indigenous,FEMALE,37,Supervised,DP,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
17397,METIS,Indigenous,MALE,28,Incarcerated,,DETERMINATE,730,ALBERTA,COMMON LAW,NOT STATED
17398,WHITE,Non Indigenous,FEMALE,42,Incarcerated,,DETERMINATE,1096,NOVA SCOTIA,SINGLE,ATHEIST
17399,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1279,QUEBEC,COMMON LAW,CATH NON-SPEC
17400,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1356,BRITISH COLUMBIA,COMMON LAW,NONE
17401,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,MUSLIM
17402,METIS,Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,NONE
17403,WHITE,Non Indigenous,MALE,48,Supervised,FP,DETERMINATE,1095,QUEBEC,MARRIED,CATH NON-SPEC
17404,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1736,NOVA SCOTIA,SINGLE,MUSLIM
17405,NORTH AMERICAN,Indigenous,MALE,57,Supervised,LTSO,DETERMINATE,1461,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
17406,NORTH AMERICAN,Indigenous,MALE,55,Incarcerated,,DETERMINATE,4929,ONTARIO,SINGLE,CATHOLIC - ROMA
17407,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,3294,ALBERTA,COMMON LAW,NONE
17408,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,CHRISTIAN REFOR
17409,ARAB/WEST ASIAN,Non Indigenous,MALE,27,Supervised,SR,DETERMINATE,1780,ALBERTA,COMMON LAW,MUSLIM
17410,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,975,ONTARIO,SINGLE,NONE
17411,NORTH AMERICAN,Indigenous,FEMALE,24,Incarcerated,,DETERMINATE,1826,ONTARIO,SINGLE,NATIVE SPIRITUA
17412,WHITE,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,913,QUEBEC,SINGLE,CATH NON-SPEC
17413,WHITE,Non Indigenous,MALE,42,Supervised,SR,DETERMINATE,960,BRITISH COLUMBIA,COMMON LAW,NONE
17414,NORTH AMERICAN,Indigenous,MALE,29,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,NATIVE SPIRITUA
17415,INUIT,Indigenous,MALE,33,Incarcerated,,DETERMINATE,1827,NEW BRUNSWICK,SINGLE,NONE
17416,BLACK,Non Indigenous,MALE,39,Supervised,DP,DETERMINATE,2358,MANITOBA,SINGLE,CHRI NON SPEC
17417,WHITE,Non Indigenous,MALE,45,Incarcerated,,DETERMINATE,4443,ONTARIO,SINGLE,CATHOLIC - ROMA
17418,BLACK,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,1913,ONTARIO,COMMON LAW,RASTAFARIAN
17419,KOREAN,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1583,ALBERTA,SINGLE,CHRI NON SPEC
17420,ARAB,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,1280,ONTARIO,COMMON LAW,MUSLIM
17421,WHITE,Non Indigenous,MALE,37,Incarcerated,,DETERMINATE,3789,SASKATCHEWAN,COMMON LAW,CATHOLIC - ROMA
17422,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,915,QUEBEC,SINGLE,CATH NON-SPEC
17423,NORTH AMERICAN,Indigenous,FEMALE,41,Incarcerated,,DETERMINATE,1551,ALBERTA,COMMON LAW,NATIVE SPIRITUA
17424,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,MANITOBA,SINGLE,PROT NON-SPEC
17425,WHITE,Non Indigenous,MALE,45,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,PENTECOSTAL (4
17426,WHITE,Non Indigenous,MALE,32,Supervised,FP,DETERMINATE,1197,QUEBEC,SINGLE,CATH NON-SPEC
17427,WHITE,Non Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,ONTARIO,DIVORCED,CHRISTIAN REFOR
17428,WHITE,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,1277,ALBERTA,SINGLE,NONE
17429,NORTH AMERICAN,Indigenous,MALE,52,Incarcerated,,DETERMINATE,1688,SASKATCHEWAN,COMMON LAW,
17430,WHITE,Non Indigenous,MALE,44,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CATH NON-SPEC
17431,BLACK,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,791,ONTARIO,SINGLE,MUSLIM
17432,NORTH AMERICAN,Indigenous,MALE,26,Supervised,FP,DETERMINATE,1461,MANITOBA,SINGLE,CATHOLIC - ROMA
17433,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,2557,QUEBEC,SINGLE,CATH NON-SPEC
17434,WHITE,Non Indigenous,MALE,30,Supervised,FP,DETERMINATE,730,ALBERTA,COMMON LAW,CATH NON-SPEC
17435,METIS,Indigenous,MALE,31,Supervised,SR,DETERMINATE,1088,MANITOBA,SINGLE,NONE
17436,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1096,QUEBEC,COMMON LAW,CATH NON-SPEC
17437,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1371,QUEBEC,COMMON LAW,CATH NON-SPEC
17438,WHITE,Non Indigenous,MALE,38,Incarcerated,,DETERMINATE,2253,BRITISH COLUMBIA,COMMON LAW,WICCA
17439,WHITE,Non Indigenous,MALE,64,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,SEVENTH DAY ADV
17440,METIS,Indigenous,MALE,44,Incarcerated,,DETERMINATE,1136,QUEBEC,COMMON LAW,CATHOLIC - ROMA
17441,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,5021,BRITISH COLUMBIA,COMMON LAW,NONE
17442,WHITE,Non Indigenous,MALE,63,Incarcerated,,DETERMINATE,914,QUEBEC,COMMON LAW,CATH NON-SPEC
17443,WHITE,Non Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,PROT NON-SPEC
17444,WHITE,Non Indigenous,MALE,52,Supervised,LTSO,DETERMINATE,2191,BRITISH COLUMBIA,SINGLE,NONE
17445,WHITE,Non Indigenous,MALE,54,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
17446,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,DETERMINATE,746,MANITOBA,COMMON LAW,NATIVE SPIRITUA
17447,WHITE,Non Indigenous,MALE,34,Supervised,DP,DETERMINATE,1523,ONTARIO,SINGLE,NONE
17448,WHITE,Non Indigenous,MALE,78,Supervised,FP,INDETERMINATE,0,NEW BRUNSWICK,MARRIED,ANGLICAN(EPIS.
17449,WHITE,Non Indigenous,MALE,67,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SEPARATED,BUDDHIST
17450,BLACK,Non Indigenous,MALE,65,Supervised,FP,INDETERMINATE,0,QUEBEC,SINGLE,PROT NON-SPEC
17451,NORTH AMERICAN,Indigenous,MALE,55,Incarcerated,,DETERMINATE,1102,NEW BRUNSWICK,SINGLE,BUDDHIST
17452,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
17453,WHITE,Non Indigenous,MALE,60,Supervised,SR,DETERMINATE,1735,QUEBEC,COMMON LAW,CATH NON-SPEC
17454,INUIT,Indigenous,MALE,29,Incarcerated,,DETERMINATE,732,QUEBEC,SINGLE,ANGLICAN(EPIS.
17455,METIS,Indigenous,MALE,26,Incarcerated,,DETERMINATE,1278,SASKATCHEWAN,UNKNOWN,
17456,BLACK,Non Indigenous,MALE,35,Incarcerated,,DETERMINATE,1917,QUEBEC,SINGLE,JUDAISM
17457,METIS,Indigenous,FEMALE,37,Supervised,DP,DETERMINATE,731,BRITISH COLUMBIA,SINGLE,
17458,WHITE,Non Indigenous,MALE,32,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,
17459,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1084,NOVA SCOTIA,SINGLE,CATH NON-SPEC
17460,WHITE,Non Indigenous,MALE,52,Supervised,SR,DETERMINATE,3287,ALBERTA,SINGLE,NONE
17461,NORTH AMERICAN,Indigenous,MALE,26,Incarcerated,,DETERMINATE,2010,ALBERTA,SINGLE,NATIVE SPIRITUA
17462,WHITE,Non Indigenous,MALE,77,Supervised,SR,DETERMINATE,1095,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
17463,NORTH AMERICAN,Indigenous,MALE,57,Supervised,FP,INDETERMINATE,0,NOVA SCOTIA,MARRIED,CATH NON-SPEC
17464,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,762,NEW BRUNSWICK,SINGLE,NONE
17465,WHITE,Non Indigenous,MALE,46,Incarcerated,,DETERMINATE,3288,BRITISH COLUMBIA,SINGLE,NONE
17466,WHITE,Non Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,WICCA
17467,WHITE,Non Indigenous,FEMALE,65,Supervised,FP,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
17468,WHITE,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,1368,ONTARIO,COMMON LAW,NONE
17469,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,NONE
17470,NORTH AMERICAN,Indigenous,MALE,39,Incarcerated,,DETERMINATE,914,ONTARIO,SINGLE,NONE
17471,WHITE,Non Indigenous,MALE,56,Supervised,FP,DETERMINATE,1826,NEW BRUNSWICK,COMMON LAW,CATH NON-SPEC
17472,ASIAN-SOUTH,Non Indigenous,MALE,37,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,MUSLIM
17473,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,3067,QUEBEC,COMMON LAW,CATH NON-SPEC
17474,WHITE,Non Indigenous,MALE,52,Incarcerated,,DETERMINATE,1964,QUEBEC,COMMON LAW,CATH NON-SPEC
17475,WHITE,Non Indigenous,MALE,33,Incarcerated,,DETERMINATE,730,QUEBEC,MARRIED,CATH NON-SPEC
17476,METIS,Indigenous,MALE,41,Supervised,DP,DETERMINATE,731,SASKATCHEWAN,SEPARATED,
17477,EURO.-EASTERN,Non Indigenous,MALE,38,Supervised,SR,DETERMINATE,1277,QUEBEC,MARRIED,CATHOLIC - GREE
17478,NORTH AMERICAN,Indigenous,MALE,27,Supervised,DP,DETERMINATE,1400,ONTARIO,SINGLE,CATH NON-SPEC
17479,METIS,Indigenous,MALE,59,Incarcerated,,INDETERMINATE,0,QUEBEC,MARRIED,CATH NON-SPEC
17480,MULTIRAC/ETHNIC,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
17481,INUIT,Indigenous,MALE,47,Incarcerated,,DETERMINATE,3652,SASKATCHEWAN,SINGLE,ANGLICAN(EPIS.
17482,NORTH AMERICAN,Indigenous,MALE,32,Incarcerated,,DETERMINATE,3652,BRITISH COLUMBIA,COMMON LAW,OTHER
17483,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,1827,ONTARIO,SINGLE,CATHOLIC - ROMA
17484,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1158,ONTARIO,SINGLE,CHRI NON SPEC
17485,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2191,NEW BRUNSWICK,SEPARATED,CATHOLIC - ROMA
17486,METIS,Indigenous,MALE,23,Supervised,FP,DETERMINATE,730,QUEBEC,COMMON LAW,CATH NON-SPEC
17487,BLACK,Non Indigenous,MALE,57,Supervised,SR,DETERMINATE,3014,QUEBEC,MARRIED,CHRISTIAN REFOR
17488,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,732,NOVA SCOTIA,SINGLE,NONE
17489,WHITE,Non Indigenous,MALE,63,Supervised,FP,DETERMINATE,3652,SASKATCHEWAN,SINGLE,PROT NON-SPEC
17490,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,ALBERTA,COMMON LAW,NOT STATED
17491,WHITE,Non Indigenous,MALE,40,Incarcerated,,DETERMINATE,3687,ALBERTA,SINGLE,BAPTIST
17492,WHITE,Non Indigenous,MALE,36,Incarcerated,,DETERMINATE,1826,QUEBEC,MARRIED,CATH NON-SPEC
17493,WHITE,Non Indigenous,MALE,50,Supervised,FP,DETERMINATE,1826,ONTARIO,SEPARATED,CATHOLIC - ROMA
17494,WHITE,Non Indigenous,MALE,39,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,NONE
17495,WHITE,Non Indigenous,MALE,31,Incarcerated,,DETERMINATE,1437,NOVA SCOTIA,MARRIED,CATHOLIC - ROMA
17496,NORTH AMERICAN,Indigenous,MALE,42,Incarcerated,,DETERMINATE,2191,ONTARIO,COMMON LAW,OTHER
17497,ASI-E/SOUTHEAST,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,1728,ALBERTA,SINGLE,BUDDHIST
17498,WHITE,Non Indigenous,MALE,48,Incarcerated,,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
17499,WHITE,Non Indigenous,MALE,51,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,COMMON LAW,OTHER
17500,ARAB,Non Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,MUSLIM
17501,WHITE,Non Indigenous,FEMALE,41,Supervised,DP,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
17502,NORTH AMERICAN,Indigenous,MALE,30,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,CHRI NON SPEC
17503,WHITE,Non Indigenous,FEMALE,57,Incarcerated,,INDETERMINATE,0,NOVA SCOTIA,MARRIED,OTHER
17504,LATIN AMERICAN,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1096,ALBERTA,COMMON LAW,
17505,WHITE,Non Indigenous,MALE,55,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,OTHER
17506,NORTH AMERICAN,Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,MANITOBA,SINGLE,NATIVE SPIRITUA
17507,WHITE,Non Indigenous,MALE,50,Supervised,FP,DETERMINATE,2374,QUEBEC,SINGLE,PROT NON-SPEC
17508,WHITE,Non Indigenous,MALE,39,Supervised,DP,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
17509,BLACK,Non Indigenous,MALE,27,Supervised,DP,DETERMINATE,1111,ONTARIO,COMMON LAW,CHRI NON SPEC
17510,BLACK,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,3167,QUEBEC,COMMON LAW,MUSLIM
17511,WHITE,Non Indigenous,MALE,44,Incarcerated,,DETERMINATE,2916,NOVA SCOTIA,COMMON LAW,CATHOLIC - ROMA
17512,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,4995,BRITISH COLUMBIA,SINGLE,CHRISTIAN & MIS
17513,SOUTH ASIAN,Non Indigenous,MALE,21,Supervised,SR,DETERMINATE,730,ONTARIO,SINGLE,NOT STATED
17514,WHITE,Non Indigenous,MALE,24,Incarcerated,,DETERMINATE,1096,ALBERTA,COMMON LAW,NONE
17515,METIS,Indigenous,MALE,34,Incarcerated,,INDETERMINATE,0,ALBERTA,SINGLE,NONE
17516,WHITE,Non Indigenous,MALE,60,Supervised,FP,INDETERMINATE,0,ONTARIO,MARRIED,PROT NON-SPEC
17517,WHITE,Non Indigenous,MALE,53,Supervised,FP,INDETERMINATE,0,ALBERTA,SINGLE,UNITED CHURCH
17518,BLACK,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,731,NEW BRUNSWICK,SINGLE,NONE
17519,NORTH AMERICAN,Indigenous,MALE,25,Incarcerated,,DETERMINATE,2557,SASKATCHEWAN,SEPARATED,
17520,WHITE,Non Indigenous,MALE,30,Incarcerated,,DETERMINATE,3287,MANITOBA,SINGLE,CATHOLIC - ROMA
17521,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,2649,BRITISH COLUMBIA,COMMON LAW,CATHOLIC - ROMA
17522,WHITE,Non Indigenous,MALE,69,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,BAPTIST
17523,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,SINGLE,
17524,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,1827,QUEBEC,COMMON LAW,NONE
17525,NORTH AMERICAN,Indigenous,MALE,23,Incarcerated,,DETERMINATE,3286,SASKATCHEWAN,SINGLE,NONE
17526,NORTH AMERICAN,Indigenous,MALE,24,Incarcerated,,DETERMINATE,2682,SASKATCHEWAN,SINGLE,
17527,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,730,ALBERTA,SINGLE,NOT STATED
17528,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,4932,ONTARIO,SINGLE,CHRI NON SPEC
17529,NORTH AMERICAN,Indigenous,MALE,22,Supervised,SR,DETERMINATE,1096,SASKATCHEWAN,UNKNOWN,OTHER
17530,NORTH AMERICAN,Indigenous,MALE,33,Incarcerated,,DETERMINATE,1885,BRITISH COLUMBIA,COMMON LAW,OTHER
17531,WHITE,Non Indigenous,MALE,27,Incarcerated,,DETERMINATE,2191,ALBERTA,COMMON LAW,NONE
17532,WHITE,Non Indigenous,MALE,61,Supervised,FP,INDETERMINATE,0,ONTARIO,COMMON LAW,CATH NON-SPEC
17533,WHITE,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,731,QUEBEC,COMMON LAW,CATH NON-SPEC
17534,WHITE,Non Indigenous,MALE,54,Supervised,SR,DETERMINATE,2738,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
17535,WHITE,Non Indigenous,MALE,47,Supervised,DP,DETERMINATE,730,BRITISH COLUMBIA,DIVORCED,BAPTIST
17536,NORTH AMERICAN,Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,COMMON LAW,NONE
17537,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,4566,MANITOBA,SINGLE,NONE
17538,BLACK,Non Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,QUEBEC,SINGLE,CHRISTIAN REFOR
17539,WHITE,Non Indigenous,MALE,49,Incarcerated,,DETERMINATE,1338,QUEBEC,SINGLE,CATH NON-SPEC
17540,WHITE,Non Indigenous,MALE,36,Supervised,DP,DETERMINATE,1733,QUEBEC,COMMON LAW,CATH NON-SPEC
17541,BLACK,Non Indigenous,FEMALE,51,Incarcerated,,DETERMINATE,1461,ONTARIO,WIDOW(ER),CHRI NON SPEC
17542,WHITE,Non Indigenous,MALE,53,Incarcerated,,DETERMINATE,9190,QUEBEC,SINGLE,CATHOLIC - ROMA
17543,BLACK,Non Indigenous,MALE,32,Incarcerated,,DETERMINATE,2009,ONTARIO,COMMON LAW,NONE
17544,NORTH AMERICAN,Indigenous,MALE,22,Incarcerated,,DETERMINATE,3212,BRITISH COLUMBIA,SINGLE,NATIVE SPIRITUA
17545,NORTH AMERICAN,Indigenous,MALE,40,Incarcerated,,DETERMINATE,1461,NOVA SCOTIA,SINGLE,CATH NON-SPEC
17546,EURO.-SOUTHERN,Non Indigenous,MALE,30,Supervised,SR,DETERMINATE,1082,ONTARIO,COMMON LAW,CATHOLIC - ROMA
17547,WHITE,Non Indigenous,MALE,38,Incarcerated,,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,PENTECOSTAL ASS
17548,WHITE,Non Indigenous,MALE,61,Supervised,FP,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
17549,WHITE,Non Indigenous,MALE,29,Incarcerated,,DETERMINATE,730,NOVA SCOTIA,COMMON LAW,
17550,WHITE,Non Indigenous,MALE,36,Supervised,SR,DETERMINATE,731,NFLD AND LAB,SINGLE,ANGLICAN(EPIS.
17551,NORTH AMERICAN,Indigenous,MALE,37,Supervised,SR,DETERMINATE,1095,ONTARIO,SINGLE,ANGLICAN(EPIS.
17552,METIS,Indigenous,MALE,44,Incarcerated,,DETERMINATE,2556,BRITISH COLUMBIA,COMMON LAW,NONE
17553,METIS,Indigenous,FEMALE,37,Incarcerated,,DETERMINATE,730,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
17554,METIS,Indigenous,MALE,42,Incarcerated,,DETERMINATE,1382,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
17555,METIS,Indigenous,MALE,30,Supervised,SR,DETERMINATE,1644,SASKATCHEWAN,SINGLE,NATIVE SPIRITUA
17556,EURO.-NORTHERN,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,823,ONTARIO,SINGLE,CATHOLIC - ROMA
17557,WHITE,Non Indigenous,MALE,26,Incarcerated,,DETERMINATE,852,QUEBEC,SINGLE,CATH NON-SPEC
17558,WHITE,Non Indigenous,MALE,47,Incarcerated,,DETERMINATE,3652,MANITOBA,MARRIED,WICCA
17559,WHITE,Non Indigenous,MALE,54,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,SINGLE,CATHOLIC - ROMA
17560,WHITE,Non Indigenous,MALE,56,Incarcerated,,DETERMINATE,2191,QUEBEC,COMMON LAW,CATH NON-SPEC
17561,WHITE,Non Indigenous,MALE,70,Supervised,FP,INDETERMINATE,0,ONTARIO,DIVORCED,PROT NON-SPEC
17562,WHITE,Non Indigenous,MALE,83,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,DIVORCED,CATH NON-SPEC
17563,NORTH AMERICAN,Indigenous,MALE,50,Supervised,FP,DETERMINATE,1197,SASKATCHEWAN,MARRIED,
17564,METIS,Indigenous,MALE,24,Incarcerated,,DETERMINATE,2040,ALBERTA,SINGLE,
17565,WHITE,Non Indigenous,MALE,23,Supervised,DP,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
17566,WHITE,Non Indigenous,MALE,25,Incarcerated,,DETERMINATE,1461,QUEBEC,COMMON LAW,MUSLIM
17567,WHITE,Non Indigenous,MALE,39,Supervised,SR,DETERMINATE,760,QUEBEC,COMMON LAW,CATH NON-SPEC
17568,BLACK,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,QUEBEC,COMMON LAW,CATH NON-SPEC
17569,ARAB,Non Indigenous,MALE,26,Supervised,FP,DETERMINATE,1461,ALBERTA,COMMON LAW,
17570,WHITE,Non Indigenous,MALE,34,Incarcerated,,DETERMINATE,1095,ONTARIO,SINGLE,CATHOLIC - ROMA
17571,WHITE,Non Indigenous,MALE,50,Incarcerated,,INDETERMINATE,0,ALBERTA,DIVORCED,ATHEIST
17572,WHITE,Non Indigenous,MALE,77,Supervised,FP,INDETERMINATE,0,BRITISH COLUMBIA,MARRIED,PROT NON-SPEC
17573,WHITE,Non Indigenous,MALE,38,Supervised,DP,DETERMINATE,1096,QUEBEC,SINGLE,CATH NON-SPEC
17574,WHITE,Non Indigenous,MALE,52,Incarcerated,,INDETERMINATE,0,ONTARIO,SINGLE,PROT NON-SPEC
17575,METIS,Indigenous,MALE,25,Incarcerated,,DETERMINATE,1023,ALBERTA,SINGLE,MUSLIM
17576,METIS,Indigenous,MALE,42,Incarcerated,,DETERMINATE,1096,BRITISH COLUMBIA,SINGLE,CHRI NON SPEC
17577,METIS,Indigenous,MALE,23,Incarcerated,,DETERMINATE,1384,MANITOBA,SINGLE,NATIVE SPIRITUA
17578,WHITE,Non Indigenous,MALE,74,Incarcerated,,DETERMINATE,17538,QUEBEC,MARRIED,CATH NON-SPEC
17579,METIS,Indigenous,MALE,28,Supervised,SR,DETERMINATE,820,NFLD AND LAB,SINGLE,NONE
17580,WHITE,Non Indigenous,MALE,53,Supervised,FP,DETERMINATE,2557,BRITISH COLUMBIA,DIVORCED,OTHER
17581,WHITE,Non Indigenous,MALE,35,Incarcerated,,INDETERMINATE,0,NEW BRUNSWICK,COMMON LAW,CHRISTIAN & MIS
17582,BLACK,Non Indigenous,FEMALE,35,Supervised,DP,DETERMINATE,731,NOVA SCOTIA,MARRIED,NOT STATED
17583,WHITE,Non Indigenous,MALE,50,Supervised,SR,DETERMINATE,7148,ONTARIO,SINGLE,NONE
17584,WHITE,Non Indigenous,MALE,55,Incarcerated,,DETERMINATE,3287,BRITISH COLUMBIA,COMMON LAW,CATHOLIC - ROMA
17585,EAST INDIAN,Non Indigenous,MALE,81,Incarcerated,,INDETERMINATE,0,ONTARIO,WIDOW(ER),NONE
17586,METIS,Indigenous,MALE,34,Incarcerated,,DETERMINATE,5114,BRITISH COLUMBIA,SINGLE,CATHOLIC - ROMA
17587,WHITE,Non Indigenous,MALE,53,Supervised,DP,INDETERMINATE,0,SASKATCHEWAN,SINGLE,PROT NON-SPEC
17588,WHITE,Non Indigenous,MALE,28,Supervised,SR,DETERMINATE,1461,QUEBEC,COMMON LAW,NONE
17589,NORTH AMERICAN,Indigenous,MALE,48,Incarcerated,,INDETERMINATE,0,SASKATCHEWAN,SINGLE,CATH NON-SPEC
